date,source,ticker_mentioned,comment,title,phobert_label,phobert_score,sentiment_score
2024-04-04,CafeF,FPT,FPT Software - công ty thành viên của Tập đoàn FPT và GigaX - công ty thành viên của tập đoàn SK Hàn Quốc mới đây đã công bố xây dựng khung hợp tác về chuyển đổi số nhằm mang lại những bước đột phá trong việc nâng cao hiệu quả hoạt động và phát triển bền vững cho các doanh nghiệp châu Âu.,FPT Softwarehợp tác với GigaX thúc đẩy chuyển đổi số và phát triển bền vững tại châu Âu,POS,0.9770454168319702,0.9770454168319702
2024-04-05,CafeF,FPT,"HÀ NỘI, Việt Nam — FPT Software lần đầu tiên được vinh danh trong hạng mục Kiến tạo việc làm của ESG Business Awards 2024 - giải thưởng quốc tế uy tín hàng đầu thế giới về phát triển bền vững.",FPT SoftwareGiành Giải Kiến Tạo Việc Làm tại ESG Business Awards 2024,POS,0.9903672933578491,0.9903672933578491
2024-04-08,CafeF,FPT,"Từ ""con số không"" về quy trình lẫn chuyên môn khi xuất khẩu phần mềm ra thế giới, mang tinh thần ""liều"" và quyết tâm ghi danh Việt Nam lên bản đồ số thế giới, sau 25 năm nỗ lực mang tri thức Việt Nam ra toàn cầu, FPT lần đầu tiên vượt mốc 1 tỷ USD doanh thu dịch vụ CNTT.",CáchFPT Softwareáp dụng bài học từ huyền thoại công nghệ thế giới,POS,0.9711450338363647,0.9711450338363647
2024-04-09,CafeF,FPT,"Gần đây, FPT Software được vinh danh chiến thắng ở ba hạng mục tại Giải thưởng Globee® dành cho Công nghệ - một trong những chương trình giải thưởng kinh doanh hàng đầu thế giới. Đây là năm thứ tư liên tiếp các giải pháp của FPT Software xuất hiện trong danh sách này.",FPT Softwarethắng ba giải tại Giải thưởng Globee® uy tín về Công nghệ,POS,0.9873939752578735,0.9873939752578735
2024-04-10,CafeF,FPT,"FPT Software vừa giành được chứng chỉ HITRUST thời hạn         2 năm cho Hệ thống Dịch vụ Web, Hệ thống Cơ sở dữ liệu và Hệ thống Triển khai. Đây là lần thứ hai FPT Software đạt được sự công nhận này, khẳng định cam kết giữ vững các tiêu chuẩn về bảo mật dữ liệu và quản lý rủi ro của công ty trong lĩnh vực Y tế.",FPT Softwaretiếp tục đạt chứng nhận uy tín về bảo mật ngành Y tế,POS,0.9462765455245972,0.9462765455245972
2024-04-11,CafeF,FPT,"Mới đây, FPT Software xuất sắc giành thứ hạng cao nhất của Giải thưởng Stevie® với giải pháp Bảo hiểm Confidon, khẳng định năng lực của Công ty trong việc cung cấp các giải pháp dịch vụ công nghệ cao tới khách hàng toàn cầu.",Giải pháp bảo hiểm củaFPT Softwaregiảnh giải Vàng tại Asia-Pacific Stevie Awards 2024,POS,0.9895323514938354,0.9895323514938354
2024-04-12,CafeF,FPT,"FPT Software đánh dấu cột mốc năm thứ hai liên tiếp được vinh danh tại giải thưởng Healthcare Asia Medtech Awards 2024, khẳng định vị thế của nhà cung cấp các giải pháp công nghệ đẳng cấp quốc tế cho các nhà cung cấp dịch vụ trong lĩnh vực chăm sóc sức khỏe.",FPT Softwarenhận cú đúp giải thưởng danh giá trong lĩnh vực chăm sóc sức khỏe,POS,0.979516863822937,0.979516863822937
2024-04-15,CafeF,FPT,FPT Software lần đầu tiên lọt vào bảng báo cáo xếp hạng danh giá của HFS Horizons dành cho các công ty cung cấp dịch vụ vận hành thông minh trong lĩnh vực công nghiệp.,FPT Softwarexếp hạng Người đột phá tại báo cáo uy tín ngành công nghiệp,POS,0.9305331110954285,0.9305331110954285
2024-04-16,CafeF,FPT,Ông Tuấn gia nhập FPT năm 1996 và từng giữ nhiều vị trí lãnh đạo quan trọng tại các công ty thành viên của FPT.,Tổng Giám đốcFPT Softwaređược bổ nhiệm làm Phó Tổng Giám đốc Tập đoàn FPT,POS,0.7909365296363831,0.7909365296363831
2024-04-17,CafeF,FPT,"Đặt mục tiêu trở thành doanh nghiệp phát triển bền vững, FPT Software đã chính thức hợp tác và ứng dụng giải pháp kiểm kê khí nhà kính VertZéro do đơn vị thành viên của Tập đoàn FPT là FPT IS phát triển.",FPT Softwaretiên phong kiểm kê khí nhà kính trên quy mô toàn cầu,POS,0.9778719544410706,0.9778719544410706
2024-04-18,CafeF,FPT,"Ông Đặng Trần Phương khẳng định, không nhiều công ty trên thế giới có thể cung cấp dịch vụ công nghệ thông tin cho cả hai công ty sản xuất máy bay hàng đầu thế giới.",Phó TGĐFPT Software: Mọi chuyến bay đều có dòng code của người FPT bảo vệ,NEG,0.5134851932525635,-0.5134851932525635
2024-04-19,CafeF,FPT,"Năm 2022, doanh thu mảng dịch vụ công nghệ thông tin tại nước ngoài của FPT đạt 18.935 tỷ đồng tăng hơn 30% so với năm 2021 và tăng đều đặn qua từng năm.","Ông Hoàng Nam Tiến khoeFPT Softwarechính thức cán mốc 1 tỷ USD doanh thu,  Fsoft Japan lọt top 30 công ty IT lớn nhất Nhật Bản",POS,0.9627227783203125,0.9627227783203125
2024-04-22,CafeF,FPT,"FPT Software (Công ty thành viên của Tập đoàn FPT) gia nhập liên minh AI do IBM và Meta khởi xướng, cùng 50 công ty, tổ chức lớn khác.","FPT Softwaregia nhập liên minh AI toàn cầu do IBM, Meta sáng lập",POS,0.8071714043617249,0.8071714043617249
2024-04-23,CafeF,HPG,"VNM ETF sẽ mua mới MCH, VCK, VPX và tăng tỷ trọng VIX đồng thời bán bớt lượng lớn nhiều cổ phiếu như HPG, VCB, VNM, SSI, MSN...","Quỹ ETF ngoại quy mô 15.000 tỷ thêm mới MCH, VCK, VPX, dự kiến bán mạnh loạt BluechipsHPG, VCB, VNM…",NEU,0.6333510279655457,0.0
2024-04-24,CafeF,HPG,"Ông Trần Vũ Minh, con trai của ông Trần Đình Long- Chủ tịch HĐQT của Hòa Phát vừa đăng ký mua vào 50 triệu cổ phiếu HPG nhằm mục đích tăng sở hữu cổ phiếu.",Con trai Chủ tịch Trần Đình Long muốn ‘gom’ 50 triệu cổ phiếuHPG,NEU,0.7580395936965942,0.0
2024-04-25,CafeF,HPG,"Ngay khi giá cổ phiếu HPG lùi về mức thấp nhất 6 tháng, ông Trần Vũ Minh, con trai Chủ tịch Trần Đình Long, đã đăng ký mua 50 triệu đơn vị nhằm tăng tỷ lệ sở hữu.",Quá nhanh: Con trai Chủ tịch Trần Đình Long đăng ký mua 50 triệu cổ phiếuHPGkhi giá chạm đáy 6 tháng,NEU,0.7267704606056213,0.0
2024-04-26,CafeF,HPG,"Tại thời điểm cuối tháng 2, tổng tài sản quản lý của quỹ ngoại PYN Elite Fund đạt khoảng 612,85 triệu euro (tương đương hơn 19.300 tỷ đồng).","Cá mập PYN Elite Fund bán mạnh FPT, ngược chiều xuống tiền ""gom""HPG",NEU,0.5797357559204102,0.0
2024-04-29,CafeF,HPG,"Trong 3 phiên gần đây kể từ khi thị trường chứng khoán mở cửa trở lại sau dịp nghỉ Tết Nguyên Đán, nhà đầu tư nước ngoài đã mua ròng hàng chục triệu cổ phiếu HPG mỗi phiên.","Nhà đầu tư nước ngoài mua ròng 60 triệu cổ phiếuHPG: Nhiều nhất lịch sử từ khi niêm yết, chuyện gì đang xảy ra?",POS,0.4935324192047119,0.4935324192047119
2024-04-30,CafeF,HPG,"Danh mục tập trung chủ yếu vào cổ phiếu ngân hàng và thép, trong đó khoản đầu tư lớn nhất là cổ phiếu Techcombank với giá trị khoảng 286 tỷ đồng, tạm lỗ hơn 52 tỷ đồng. Ngoài ra, Digiworld còn nắm giữ cổ phiếu Hòa Phát với giá gốc 227 tỷ đồng và VPBank gần 78 tỷ đồng, cùng một số khoản đầu tư khác có tổng giá trị hơn 180 tỷ đồng.","Rót gần 800 tỷ muaHPG, TCB, VPB tạm lỗ 90 tỷ, lãnh đạo Digiworld (DGW) nói gì?",NEG,0.9403107166290283,-0.9403107166290283
2024-05-01,CafeF,HPG,"Lũy kế cả năm 2025, Tập đoàn đạt 158.332 tỷ đồng doanh thu, 15.515 tỷ đồng lợi nhuận sau thuế, lần lượt đạt 93% và 103% kế hoạch đề ra, tăng tương ứng 13% và 29% so với năm 2024.","Hòa Phát (HPG) báo lãi sau thuế năm 2025 đạt hơn 15.500 tỷ đồng, tăng 29% so với năm 2024",POS,0.9675309062004089,0.9675309062004089
2024-05-02,CafeF,HPG,"Tại thời điểm 31/12/2025, danh mục đầu tư chứng khoán của NDN bao gồm các mã HPG - Hòa Phát, VHM - Vinhomes, DGC - Hóa chất Đức Giang, PVT – PVTrans, DGW – Digiworld…","Một doanh nghiệp bất động sản ""thắng lớn"" nhờ ôm cổ phiếu VHM vàHPG, lãi tăng bằng lần trong năm 2025",NEU,0.5635016560554504,0.0
2024-05-03,CafeF,HPG,"Tính đến tháng 10/2025, tổng quỹ đất KCN của Hòa Phát hiện đạt trên 2.435 ha.",Tập đoàn Hòa Phát (HPG) sắp xây khu công nghiệp hơn 2.800 tỷ ở tỉnh Hưng Yên,POS,0.5340068340301514,0.5340068340301514
2024-05-06,CafeF,HPG,"Bản cáo bạch IPO vừa công bố cho thấy Chủ tịch Trần Đình Long cùng các lãnh đạo Tập đoàn Hòa Phát đã dùng hơn 57 triệu cổ phiếu HPG cá nhân, tương đương giá trị thị trường ước tính khoảng 1.570 tỷ đồng, để đảm bảo cho các khoản vay của Nông nghiệp Hòa Phát (HPA).",Tỷ phú Trần Đình Long và dàn lãnh đạo Hòa Phát đem gần 60 triệu cổ phiếuHPGcủa cá nhân làm tài sản đảm bảo cho Nông nghiệp Hòa Phát vay,POS,0.5203689336776733,0.5203689336776733
2024-05-07,CafeF,HPG,"Từ khoản đầu tư 127.000 đồng trong ngày giao dịch đầu tiên, nếu kiên trì mua mỗi ngày 1 cổ phiếu thì sau hơn 4.400 phiên giao dịch nhà đầu tư sẽ sở hữu lượng cổ phiếu trị giá 1,76 tỷ đồng, hiệu suất sinh lời 1.158%.",Mỗi ngày mua 1 cổ phiếuHPGcủa Hòa Phát: Hiệu suất sinh lời đáng kinh ngạc từ 'xe lu',POS,0.9459373950958252,0.9459373950958252
2024-05-08,CafeF,HPG,"Với các tiêu chí lựa chọn được công bố, các cổ phiếu đầu ngành như FPT, HPG, GEX... nhiều khả năng sẽ có mặt trong bộ chỉ số này.","HoSE ra mắt bộ chỉ số đầu tư cổ phiếu công nghiệp và công nghệ, FPT,HPG, GEX góp mặt",POS,0.878720223903656,0.878720223903656
2024-05-09,CafeF,HPG,"Lũy kế 6 tháng đầu năm, Tập đoàn đạt doanh thu hơn 74.000 tỷ đồng, lợi nhuận sau thuế đạt hơn 7.600 tỷ đồng, tăng lần lượt 5% và 23% so với cùng kỳ năm trước.","Hòa Phát (HPG) báo lãi quý 2/2025 đạt 4.300 tỷ đồng, cao nhất 3 năm, nâng sản lượng HRC lên 9 triệu tấn",POS,0.9549577832221985,0.9549577832221985
2024-05-10,CafeF,HPG,Ông Đặng Ngọc Khánh- Thành viên độc lập HĐQT của Hòa Phát vừa đăng ký mua vào 400.000 cổ phiếu HPG nhằm mục đích tăng sở hữu.,Lãnh đạo Hòa Phát muốn ‘gom’ 400.000 cổ phiếuHPG,POS,0.5345985889434814,0.5345985889434814
2024-05-13,CafeF,HPG,"VNM ETF là một trong những quỹ ETF ngoại có quy mô lớn nhất thị trường với NAV hơn 400 triệu USD, vừa thêm mới BAF đồng thời không loại bớt cổ phiếu nào.","Quỹ ETF ngoại quy mô hơn 400 triệu USD dự kiến mua mạnh SSI,HPGnhưng sẽ “xả” lượng lớn hai cổ phiếu Bluechips",POS,0.948881983757019,0.948881983757019
2024-05-14,CafeF,HPG,"Hòa Phát mới đây đã công bố nghị quyết HĐQT về việc triển khai chi tiết phương án chi trả cổ tức năm 2024, với tỷ lệ 20% bằng cổ phiếu, dự kiến thực hiện trong tháng 5.",Sếp Hòa Phát muốn “sang tay” số cổ phiếuHPGtrị giá 220 tỷ cho người nhà,NEG,0.9538075923919678,-0.9538075923919678
2024-05-15,CafeF,HPG,"Nguyên nhân lỗ do khoản trích lập dự phòng giảm giá chứng khoán 41,3 tỷ và bán cắt lỗ một phần cổ phiếu đầu tư ngắn hạn.","Công ty dành gần 1.900 tỷ tương đương 70% tài sản ""ôm"" cổ phiếu Thế giới di động, Hòa Phát, SSI..., quý 1 gom thêm 15 triệuHPG: Báo lỗ  42 tỷ",NEG,0.9848880767822266,-0.9848880767822266
2024-05-16,CafeF,HPG,"""Hòa Phát đang là doanh nghiệp sản xuất thép tư nhân lớn nhất Việt Nam, chúng tôi tự tin có thể đáp ứng hoàn toàn các nhu cầu về thép cho sự phát triển kinh tế của đất nước trong kỷ nguyên mới"", ông Thẳng nêu rõ.","Hòa Phát đặt mục tiêu tăng trưởng bình quân 15% trong 5 năm tới, Tổng Giám đốcHPGnêu loạt giải pháp trọng tâm",POS,0.9681169986724854,0.9681169986724854
2024-05-17,CafeF,HPG,"Theo một doanh nghiệp tôn mạ, dù mức thuế sơ bộ vừa công bố khá cao, nhưng trên thực tế không gây thêm ảnh hưởng tiêu cực đáng kể đến tình hình sản xuất – kinh doanh hiện tại của các doanh nghiệp thép Việt Nam do việc tạm ngừng xuất khẩu thép mạ sang Mỹ đã kéo dài suốt từ thời điểm khởi xướng điều tra cho đến nay.","Mỹ công bố mức thuế sơ bộ chống bán phá giá thép mạ ảnh hưởng thế nào đến các doanh nghiệp HSG,HPG, NKG?",NEU,0.7735500931739807,0.0
2024-05-20,CafeF,HPG,Tỷ lệ cổ tức dự kiến năm 2025 cũng là 20%.,"Hòa Phát (HPG) lên kế hoạch doanh thu kỷ lục 170.000 tỷ đồng, dự kiến trả cổ tức năm 2024 tỷ lệ 20%",NEU,0.870294988155365,0.0
2024-05-21,CafeF,VIC,Vinpearl vừa có báo cáo về việc chuyển nhượng quyền sở hữu hơn 90 triệu cổ phiếu VIC trong khoảng thời gian từ 12/3/2026 đến 10/4/2026.,Vinpearl sắp chuyển nhượng hơn 90 triệu cổ phiếuVIC,NEG,0.9177220463752747,-0.9177220463752747
2024-05-22,CafeF,VIC,"Thị trường chứng khoán ngày 26/2 ghi nhận dòng tiền chủ động mua vào cộng với sự hồi phục của VIC. Qua đó, VN-Index tăng 19 điểm.","Chứng khoán ngày 26/2:VIChồi phục, VN-Index tăng 19 điểm",POS,0.8734930753707886,0.8734930753707886
2024-05-23,CafeF,VIC,"Tại ngày 31/12/2025, tổng tài sản Vingroup 1,12 triệu tỷ đồng, tăng 34% so với 31/12/2024.","Vingroup (VIC) ghi nhận doanh thu năm 2025 đạt kỷ lục gần 333.000 tỷ đồng, lợi nhuận sau thuế hơn 11.000 tỷ đồng, gấp đôi năm trước",POS,0.9059342741966248,0.9059342741966248
2024-05-24,CafeF,VIC,"Việc không nắm giữ cổ phiếu nhóm Vingroup khiến hiệu suất giai đoạn ba tháng cuối năm 2025 của Pyn Elite Fund tương đối thấp, từ đó làm suy giảm đáng kể hiệu quả chung của quỹ trong cả năm.","""Cá mập"" Pyn Elite Fund: Không nắm giữVICkhiến hiệu suất đầu tư 2025 suy giảm",NEG,0.9637370109558105,-0.9637370109558105
2024-05-27,CafeF,VIC,"Giữa lúc 3,9 tỷ cổ phiếu VIC 'nhập cuộc' củng cố thanh khoản thị trường, việc hệ sinh thái FLC rời sàn vào đúng ngày cuối năm 2025 tạo nên một bức tranh đối lập","Chứng khoán ngày cuối năm 2025: Gần 3,9 tỷ cổ phiếuVICvề tài khoản, hệ sinh thái FLC chính thức rời sàn",NEU,0.7067216634750366,0.0
2024-05-28,CafeF,VIC,"Tập đoàn Vingroup vừa công bố hoàn tất đợt chào bán trái phiếu ra thị trường quốc tế với tổng giá trị 325 triệu USD, kỳ hạn 5 năm và được niêm yết tại Sở Giao dịch Chứng khoán Vienna (Áo).","Cổ phiếuVICvừa phá đỉnh lịch sử, tỷ phú Phạm Nhật Vượng huy động thành công 325 triệu USD vốn ngoại",NEG,0.4840574860572815,-0.4840574860572815
2024-05-29,CafeF,VIC,"VNM ETF sẽ mua mới TCX, tăng tỷ trọng nhiều mã như HPG, SSI, VCB, SHB… đồng thời bán bớt lượng lớn VIC, HVN.","Quỹ ETF ngoại quy mô 15.000 tỷ thêm mới TCX, dự kiến bán mạnhVIC",NEU,0.7551931738853455,0.0
2024-05-30,CafeF,VIC,"Phiên giao dịch 9-12 khép lại trong trạng thái giằng co mạnh, khi nỗ lực vượt đỉnh lịch sử bất thành kích hoạt làn sóng bán tháo trên diện rộng","Khối ngoại bán ròng mạnh, cổ phiếuVIChết ""gánh"" nổi chỉ số",NEG,0.9831206798553467,-0.9831206798553467
2024-05-31,CafeF,VIC,Sắc tím của VIC kết hợp đà tăng của các mã vốn hoá lớn khác giúp VN-Index có thêm hơn 12 điểm nhưng áp lực bán vẫn bao trùm diện rộng,"VN-Index vượt 1.750 điểm nhờVICtăng trần, danh mục nhà đầu tư vẫn ""đỏ lửa""",NEU,0.6879124045372009,0.0
2024-06-03,CafeF,VIC,"Thị trường kết tuần ở trạng thái ""xanh vỏ đỏ lòng"" khi VN-Index tăng điểm nhờ sức bật mạnh mẽ của cổ phiếu VIC, trong khi phần còn lại đều suy yếu",Cổ phiếuVICvà phần còn lại của thị trường chứng khoán,NEU,0.8618847727775574,0.0
2024-06-04,CafeF,VIC,"Tính tới sáng ngày 1/12/2025, tỷ phú Phạm Nhật Vượng có khối tài sản cán mốc 24,3 tỷ USD, khối tài sản của tỷ phú Nguyễn Thị Phương Thảo ở mức 4,7 tỷ USD.",Sắc xanh mãVICvà VJC đưa 2 tỷ phú Việt thăng hạng trên danh sách người giàu nhất thế giới,POS,0.6014915704727173,0.6014915704727173
2024-06-05,CafeF,VIC,"Rất nhiều nhà đầu tư ngậm ngùi đứng ngoài nhìn con tàu cao tốc Vingroup băng băng phi về phía trước mà “không có hàng”, thậm chí còn bán hết trước khi cổ phiếu VIC tăng bốc đầu.",Đừng buồn nếu “lỡ tàu” Vingroup: Chaebol Hàn Quốc còn bán hết cổ phiếuVICtrước khi giá tăng bằng lần,NEG,0.963860034942627,-0.963860034942627
2024-06-06,CafeF,VIC,"Ngày 26/11, tỷ phú Phạm Nhật Vượng và Công ty cổ phần Đầu tư và Phát triển đường sắt cao tốc VinSpeed cùng có thông báo giao dịch cổ phiếu VIC của Tập đoàn Vingroup.",Tỷ phú Phạm Nhật Vượng chuyển tiếp lượng cổ phiếuVICtrị giá 10.800 tỷ đồng sang VinSpeed,NEU,0.8009400367736816,0.0
2024-06-07,CafeF,VIC,Tài sản của 2 vợ chồng tỷ phú Phạm Nhật Vượng tăng thêm hơn 17.000 tỷ đồng trong ngày hôm nay.,"VIClập đỉnh lịch sử, tài sản vợ chồng tỷ phú Phạm Nhật Vượng tăng thêm 17.000 tỷ, bà Nguyễn Thị Phương Thảo 'không chịu thua' khi VJC tăng trần",POS,0.9243201017379761,0.9243201017379761
2024-06-10,CafeF,VIC,Vingroup đã đề xuất tham gia 1 dự án điện gió ngoài khơi ở Hà Tĩnh. Dự án Nhà máy Điện gió Kỳ Anh với tổng vốn đầu tư 17.051 tỷ đồng.,Đằng sau việc ông Phạm Nhật Vượng góp 60 triệu cổ phiếuVICvào VinEnergo,NEU,0.572738528251648,0.0
2024-06-11,CafeF,VIC,"Gần nhất, ông Phạm Nhật Vượng – Chủ tịch HĐQT Tập đoàn Vingroup đã chuyển quyền sở hữu hơn 60 triệu cổ phiếu VIC sang Công ty Cổ phần Năng lượng VinEnergo nhằm góp thêm vốn cổ phần.","Gần 600 triệu cổ phiếuVICđã rời tài khoản cá nhân của tỷ phú Phạm Nhật Vượng đổ vào giấc mơ điện sạch, taxi xanh và đường sắt cao tốc",NEU,0.4837225377559662,0.0
2024-06-12,CafeF,VIC,"Cổ phiếu VIC của Tập đoàn Vingroup, lập kỷ lục tại vùng giá kịch trần cao nhất lịch sử niêm yết đạt hơn 205.000 đồng/cổ phiếu, đồng thời dẫn dắt thị trường tích lũy thêm hơn 17 điểm.","Cổ phiếuVIClập kỷ lục hơn 200.000 đồng/cổ phiếu, VN-Index nối dài chuỗi “thăng hoa”",NEG,0.9861878156661987,-0.9861878156661987
2024-06-13,CafeF,VIC,"Chủ tịch Phạm Nhật Vượng đã dùng hơn 60 triệu cổ phiếu VIC, tương ứng 1,55% vốn điều lệ Vingroup, để góp vốn vào VinEnergo.",Chủ tịch Phạm Nhật Vượng hoàn tất mang hơn 60 triệu cổ phiếuVICgóp vốn vào VinEnergo,POS,0.7421872615814209,0.7421872615814209
2024-06-14,CafeF,VIC,Ông Phạm Nhật Vượng dự kiến chuyển nhượng hơn 60 triệu cổ phiếu VIC sang VinEnergo để góp vốn.,Tỷ phú Phạm Nhật Vượng có động thái mới với lượng cổ phiếuVICtrị giá hơn 10.000 tỷ đồng,NEU,0.8363064527511597,0.0
2024-06-17,CafeF,VIC,"Sau chưa đầy 5 tháng tỷ phú Phạm Nhật Vượng đưa ra lời khuyên, cổ phiếu VIC tăng 2,5 lần, đưa Vingroup trở lại ngôi vị doanh nghiệp có vốn hóa lớn nhất thị trường chứng khoán Việt Nam. Trong khi đó, giá vàng mới tăng 7% lên 129 triệu đồng/lượng.","Từ ngày tỷ phú Phạm Nhật Vượng khuyên ""chọnVICthay vì vàng"": Cổ phiếuVICđã tăng gần 3 lần, còn vàng gần như đứng im",POS,0.9594777226448059,0.9594777226448059
2024-06-18,CafeF,VIC,"Sức chứa của sân vận động này gần gấp đôi Old Trafford - sân nhà của Manchester United, hiện có khoảng 74.000 chỗ ngồi.","Việt Nam sắp sở hữu sân vận động chưa từng có trong lịch sử doVingroupcủa tỷ phú Phạm Nhật Vượng xây, sức chứa vượt nhiều ""siêu sân"" toàn cầu",POS,0.7341969609260559,0.7341969609260559
2024-06-19,CafeF,VIC,"Tính theo thị giá trên sàn hiện tại, giá trị lượng cổ phần trên xấp xỉ 7.200 tỷ đồng.",Xuất hiện 1 cổ đông ngoại đã thực hiện quyền chuyển đổi lượng cổ phiếuVingroupgiá trị hơn 7.000 tỷ,NEU,0.5976434946060181,0.0
2024-06-20,CafeF,VIC,Tập đoàn này đã trúng thầu và đang triển khai ba dự án lớn tại Hà Nội.,"Không chỉ cùngVingroupxây cầu Tứ Liên, Tập đoàn hàng đầu Trung Quốc còn ‘ngỏ ý’ hợp tác loạt dự án tại Việt Nam",POS,0.5954248905181885,0.5954248905181885
2024-06-21,CafeF,VIC,"Siêu đô thị Hạ Long Xanh quy mô khoảng 4.100 ha, tổng vốn gần 18 tỷ USD do Vingroup triển khai tại Quảng Ninh vừa có thêm doanh nghiệp tham gia cung cấp thiết bị thi công.",Tập đoànVingroupbắt tay doanh nghiệp cung cấp máy móc tại siêu dự án 18 tỷ USD chưa từng có tại Việt Nam,POS,0.9601292610168457,0.9601292610168457
2024-06-24,CafeF,VIC,Hội đồng quản trị Tập đoàn Vingroup vừa thông qua nghị quyết niêm yết lô trái phiếu quốc tế trị giá tối đa 350 triệu USD (tương đương hơn 8.700 tỷ đồng),Vingrouptiếp tục chọn 'Thủ đô Âm nhạc' làm điểm niêm yết lô trái phiếu ngoại quy mô hơn 8.700 tỷ đồng,NEG,0.9471048712730408,-0.9471048712730408
2024-06-25,CafeF,VIC,Hơn 900 căn nhà xã hội tại phường Tiền Phong (Bắc Ninh) vừa được duyệt đầu tư với giá dự kiến dưới 22 triệu đồng/m2.,"Tỉnh sát vách Hà Nội sở hữu sân bay 5 sao,Vingroup, Sun Group đổ bộ...sắp có thêm hơn 900 căn nhà ở xã hội giá dưới 22 triệu đồng/m2",NEU,0.6966328620910645,0.0
2024-06-26,CafeF,VIC,"Công ty Cổ phần Đầu tư và Xây dựng SGC – Tổng thầu thi công các công trình Đường sắt tốc độ cao và Hạ tầng, hầm đường bộ,… tại Việt Nam – thành viên thuộc Tập đoàn Vingroup thông báo tuyển dụng 25.000 nhân sự trên toàn hệ thống. Đây là bước đi chiến lược của SGC và Vingroup nhằm xây dựng đội ngũ nhân sự thi công hạ tầng quy mô lớn nhất từ trước đến nay.","Tổng thầu đường sắt cao tốc, hạ tầng củaVingrouptuyển dụng 25.000 nhân sự cho loạt công trình thế kỷ",POS,0.8871351480484009,0.8871351480484009
2024-06-27,CafeF,VIC,"Đại diện Tập đoàn Xây dựng Thái Bình Dương (Trung Quốc) cam kết nếu được hợp tác, tổng quy mô đầu tư dự kiến tại Đắk Lắk trong 5 năm tới sẽ không thấp hơn 3,5 tỷ USD","“Ông lớn” xây dựng Trung Quốc cùngVingroupxây cầu Tứ Liên muốn đầu tư ít nhất 3,5 tỷ USD vào một tỉnh miền Trung có diện tích rộng thứ 3 cả nước",POS,0.9769176244735718,0.9769176244735718
2024-06-28,CafeF,VIC,"Khi đi vào khai thác, cầu Tứ Liên sẽ tăng cường kết nối khu vực trung tâm TP Hà Nội với khu vực phía Bắc và Đông Bắc sông Hồng.","Siêu cầu có trụ tháp cao 185 m do liên danhVingrouptriển khai, tổng mức đầu tư gần 20.000 tỷ đồng có chuyển động mới",POS,0.9749250411987305,0.9749250411987305
2024-07-01,CafeF,VIC,"Hàng trăm xe tải, máy xúc, máy ủi và phương tiện chuyên dụng liên tục ra vào công trường, tạo nên khung cảnh  như “một đàn kiến khổng lồ” đang miệt mài làm việc.","Khung cảnh khó tin chưa từng thấy tại công trình 18 tỷ USD ""khủng"" nhất lịch sử củaVingroup",NEG,0.9656231999397278,-0.9656231999397278
2024-07-02,CafeF,VIC,"Dự án xây dựng tuyến đường vượt biển kết nối Cần Giờ - Vũng Tàu (cũ) theo phương thức PPP (hợp đồng BT) do Tập đoàn Vingroup đề xuất, có tổng mức đầu tư khoảng 92.663 tỷ đồng.","Siêu dự án vượt biển chưa từng có doVingroupđề xuất, tổng mức đầu tư hơn 92.000 tỷ đồng bước vào giai đoạn then chốt",NEU,0.7982240915298462,0.0
2024-07-03,CafeF,VIC,Hà Nội rào chắn một phần đường Âu Cơ - Nghi Tàm để phục vụ thi công cầu Tứ Liên và đường dẫn hai đầu cầu.,Thông tin mới tại 'siêu cầu' gần 20.000 tỷ đồng qua sông Hồng do liên danhVingroupxây dựng,NEU,0.757560133934021,0.0
2024-07-04,CafeF,VIC,"Gắn bó với Vingroup từ những ngày đầu, bà Phạm Thúy Hằng hiện giữ vị trí Phó Chủ tịch và nắm giữ lượng lớn cổ phiếu VIC, nền tảng hình thành khối tài sản tỷ USD.",Em vợ tỷ phú Phạm Nhật Vượng làm gì tạiVingroupđể trở thành tỷ phú USD?,POS,0.9031440615653992,0.9031440615653992
2024-07-05,CafeF,VIC,"Danh sách tỷ phú thế giới 2026 của Forbes ghi nhận ông Phạm Nhật Vượng sở hữu 27,7 tỷ USD, đứng hạng 93 toàn cầu, cùng sự góp mặt của hai lãnh đạo nữ Vingroup.","Top giàu nhất thế giới: Tỷ phú Phạm Nhật Vượng lên hạng 93, vượt Chủ tịch Samsung, 2 ""nữ tướng""Vingrouplần đầu tiên xuất hiện",POS,0.9633816480636597,0.9633816480636597
2024-07-08,CafeF,VIC,"Tập đoàn Vingroup triển khai khẩn cấp chương trình ""Thu xăng - Đổi điện"" hỗ trợ khách hàng giảm áp lực xăng dầu.",Vingroupcủa ông Phạm Nhật Vượng có công bố khẩn,NEG,0.964423418045044,-0.964423418045044
2024-07-09,CafeF,VIC,"Tuyến đường vượt biển kết nối Cần Giờ với khu vực Vũng Tàu (trước khi sáp nhập) có thể khởi công vào quý II/2026 và hoàn thành, đưa vào khai thác trong quý I/2029.",Siêu dự án vượt biển chưa từng có: Tuyến đường 93.000 tỷ nối Cần Giờ – Vũng Tàu doVingroupđề xuất dự kiến khởi công vào quý 2/2026,POS,0.9703008532524109,0.9703008532524109
